,x,y
0,0,18886.201550387595
1,1,8023.562576585815
2,2,17373.691931540343
3,3,37809.18454935622
4,4,44159.70802919708
5,5,39716.64864864865
6,6,73894.15730337078
7,7,27351.350710900475
8,8,74852.80821917808
9,9,70870.06802721089
10,10,55637.93650793651
11,11,149010.52631578947
12,12,170242.80373831774
13,13,162912.71604938273
14,14,57520.61881188119
15,15,96752.30769230769
16,16,171224.92063492062
17,17,153779.1156462585
18,18,266897.5675675676
19,19,277440.1111111111
20,20,209230.0
21,21,151571.6463414634
22,22,302032.98387096776
23,23,330730.2380952381
24,24,472314.8333333333
25,25,322974.28571428574
26,26,408819.42307692306
27,27,574803.2432432432
28,28,34422.22838137472
29,29,557625.3846153846
30,30,85693.68421052632
31,31,534968.7323943662
32,32,358556.85185185185
33,33,302137.9411764706
34,34,608636.2068965518
35,35,229692.90322580645
36,36,483965.13513513515
37,37,468072.0
38,38,543956.5
39,39,560486.5217391305
40,40,522788.28571428574
41,41,741960.0
42,42,347985.0
43,43,528468.5294117647
44,44,857971.5789473684
45,45,610374.1935483871
46,46,1105907.2222222222
47,47,624500.9090909091
48,48,738385.0
49,49,653892.0
50,50,389886.25
51,51,861858.8888888889
52,52,1357136.0
53,53,616780.0
54,54,582025.0
55,55,775820.0
56,56,40321.38121546961
57,57,621635.0
58,58,756433.3333333334
59,59,264235.0
60,60,60149.79057591623
61,61,366013.3333333333
62,62,777460.0
63,63,14168.333333333334
64,64,792880.0
65,65,1144690.0
66,66,53340.0
67,67,392115.0
68,68,214970.0
69,69,0.0
70,70,10840.0
71,71,2110450.0
72,72,2443180.0
73,73,154750.0
74,75,8766.666666666666
75,77,0.0
76,79,727060.0
77,80,87300.0
78,82,753410.0
79,84,6268.888888888889
80,85,1842760.0
81,88,0.0
82,89,0.0
83,90,43594.117647058825
84,91,35421.282051282054
85,93,213955.0
86,95,343310.0
87,97,650970.0
88,98,22111.052631578947
89,99,4383.333333333333
90,101,363590.0
91,103,0.0
92,107,704850.0
93,110,0.0
94,128,591060.0
