,x,y
0,0,5888.297872340426
1,1,10993.00310507141
2,2,15355.092592592593
3,3,11096.610169491525
4,4,13928.57142857143
5,5,5675.0
6,7,466.6666666666667
7,8,4500.0
8,14,15850.0
9,19,9040.0
10,30,2500.0
